,hasLocation,hasKeyword,tweetNumberOfChars,numberOfWords,numEx,numAt,numHash,numQ,numPeriod,numComma,numLinks,numPunc,avgCharsPerWord,numNumericTweet,numLettersTweet,numUpperTweet,numVowelsTweet,numConsonantsTweet,numNouns,numVerbs,numPrep,numAdj,numAdv,sentimentText,sentimentVader,target
670,1,1,100,16,2,1,0,1,0,1,0,5,5.3125,1,76,12,27,49,7,1,2,1,0,0.06818181818181818,0.0,0
671,0,1,93,14,0,0,0,2,2,0,0,4,5.714285714285714,0,76,9,34,42,5,1,1,2,0,0.125,0.4209,0
672,1,1,76,12,2,0,0,0,0,1,0,3,5.416666666666667,0,59,7,22,37,2,5,1,0,0,0.2857142857142857,0.3182,0
673,0,1,125,21,0,4,0,3,0,0,0,7,5.0,3,92,1,33,59,5,4,3,1,0,0.0,0.0,0
674,1,1,111,14,6,0,0,0,0,2,0,8,6.928571428571429,7,72,19,21,51,9,0,2,0,0,0.0,0.0,0
675,1,1,29,9,0,6,0,0,0,0,0,6,2.3333333333333335,1,14,2,6,8,3,2,0,1,0,0.0,0.5661,0
676,0,1,33,7,0,1,0,1,0,0,0,2,3.857142857142857,0,22,17,9,13,6,0,0,0,0,0.4,0.0,0
677,1,1,140,14,1,0,6,1,0,1,0,9,9.071428571428571,3,110,18,34,76,7,3,1,1,0,0.0,0.3612,0
678,1,1,76,8,1,0,1,0,0,1,0,3,8.625,3,58,16,15,43,8,0,0,0,0,0.7000000000000001,0.6808,0
679,0,1,91,11,1,0,2,0,3,1,0,7,7.363636363636363,2,68,35,23,45,5,2,0,2,0,0.6,0.7788,0
680,1,1,98,15,5,0,0,0,0,0,0,5,5.6,0,79,5,26,53,8,1,2,1,0,0.25,-0.5106,1
681,1,1,136,19,4,0,0,0,1,1,0,6,6.157894736842105,8,99,13,36,63,8,2,2,0,0,0.0,0.3595,0
682,0,1,139,20,2,0,0,0,1,2,0,5,6.0,6,95,30,29,66,17,1,0,0,0,0.275,0.0,0
683,1,1,139,20,2,0,0,0,1,2,0,5,6.0,9,92,26,24,68,17,1,0,0,0,0.275,0.0,0
684,0,1,68,13,3,0,0,0,0,0,0,3,4.3076923076923075,0,52,3,17,35,3,4,1,1,0,-0.05,-0.7344,0
685,0,1,120,18,2,0,0,2,0,0,0,4,5.722222222222222,1,97,5,28,69,7,3,2,3,0,0.3,0.5994,0
686,0,1,86,11,1,0,0,0,0,1,0,2,6.909090909090909,4,66,11,23,43,8,0,0,2,0,0.0,0.0,0
687,1,1,141,20,2,0,2,2,0,1,0,7,6.05,10,99,8,34,65,6,4,2,2,0,0.13636363636363635,0.0,0
688,0,1,41,7,0,0,0,1,0,0,0,1,5.0,3,31,3,12,19,3,1,0,0,0,0.0,0.0,0
689,1,1,71,12,0,0,1,0,2,0,0,3,4.916666666666667,0,54,3,20,34,7,2,1,1,0,0.0,-0.5399,0
690,1,1,105,15,2,0,0,4,0,0,0,6,6.066666666666666,2,82,10,30,52,4,4,2,1,0,0.25,0.3713,0
691,0,1,79,14,0,0,0,1,0,0,0,1,4.714285714285714,1,64,56,27,37,14,0,0,0,0,0.25,0.4995,0
692,1,1,128,19,4,0,0,1,3,1,0,9,5.7368421052631575,8,89,16,27,62,10,2,4,1,0,0.1,-0.4898,0
693,1,1,95,15,0,0,1,0,0,0,0,1,5.4,0,80,9,28,52,7,2,1,0,0,0.0,0.7845,0
694,0,1,43,5,0,2,0,2,0,0,0,4,7.8,0,35,2,12,23,4,0,0,1,0,0.35,0.8205,0
695,0,1,129,19,0,0,0,1,3,0,0,4,5.7894736842105265,4,94,3,38,56,5,6,0,2,0,-0.48828125,-0.6093,0
696,1,1,121,21,1,0,0,0,0,1,0,2,4.809523809523809,2,93,25,31,62,11,2,1,0,0,-0.175,-0.1027,0
697,0,1,123,21,1,0,0,0,0,1,0,2,4.904761904761905,2,91,11,36,55,7,2,3,3,0,-0.3,-0.34,0
698,0,1,56,12,0,0,0,0,0,0,0,0,3.75,0,43,1,15,28,4,3,0,0,0,0.0,-0.296,0
699,1,1,18,3,0,4,0,0,0,0,0,4,5.333333333333333,0,12,1,3,9,1,1,0,0,0,0.0,0.0,0
700,0,1,95,18,1,0,0,1,1,0,0,3,4.333333333333333,0,73,2,26,47,5,4,3,1,0,0.04722222222222221,-0.1007,0
701,0,1,37,6,0,0,0,1,0,0,0,1,5.333333333333333,0,31,15,13,18,1,2,0,0,0,0.0,-0.296,0
702,1,1,139,24,1,0,0,1,2,0,0,4,4.833333333333333,0,110,9,40,70,11,4,3,2,0,0.0037878787878787845,0.8856,0
703,1,1,97,17,1,0,3,0,0,1,0,5,4.588235294117647,1,59,17,19,40,4,3,0,0,0,0.25,0.0,0
704,1,1,104,17,0,6,0,1,1,0,0,8,5.176470588235294,0,75,1,27,48,4,2,0,6,0,0.3125,0.5792,0
705,1,1,32,5,0,0,0,1,0,0,0,1,5.6,0,27,0,11,16,1,1,1,1,0,0.5,0.0,0
706,1,1,96,12,1,0,0,1,0,1,0,3,7.083333333333333,1,72,16,21,51,10,0,0,0,0,0.0,0.2584,0
707,1,1,139,20,2,0,0,0,1,2,0,5,6.0,8,92,26,24,68,18,0,0,0,0,0.3625,0.4199,0
708,1,1,136,22,4,0,0,0,1,1,0,6,5.2272727272727275,7,98,26,36,62,11,4,2,0,0,0.2708333333333333,0.7177,0
709,1,1,139,23,0,4,0,2,2,0,0,8,5.086956521739131,2,107,10,33,74,11,4,2,1,0,0.4234375,-0.6303,0
710,0,1,79,12,0,0,0,1,3,0,0,4,5.666666666666667,0,62,15,21,41,6,1,0,0,0,-0.13950892857142855,0.0,0
711,1,1,85,17,1,0,0,0,0,0,0,1,4.0588235294117645,1,65,1,21,44,5,3,2,1,0,0.0,0.0,0
712,0,1,81,9,1,0,0,0,0,1,0,2,8.11111111111111,2,64,7,20,44,4,1,1,1,0,0.0,0.25,0
713,1,1,64,12,0,2,0,0,0,0,0,2,4.416666666666667,0,50,1,16,34,4,2,1,0,1,-0.6,0.0,0
714,0,1,62,12,0,0,0,0,0,0,0,0,4.25,0,50,1,21,29,2,3,2,0,0,0.0,0.1027,0
715,1,1,127,14,2,0,2,0,0,2,0,6,8.142857142857142,3,98,10,35,63,5,4,0,1,0,0.0,-0.296,0
716,0,1,59,13,1,0,0,0,0,0,0,1,3.6153846153846154,2,44,0,18,26,2,3,1,1,0,0.0,0.3612,0
717,0,1,97,20,1,0,0,0,0,0,0,1,3.9,0,76,2,29,47,5,5,2,0,0,0.1,0.0,0
718,1,1,132,25,4,0,0,1,0,0,0,5,4.32,0,101,9,40,61,7,9,1,0,0,0.5,-0.7625,0
719,1,1,68,15,0,0,0,0,0,0,0,0,3.6,0,53,1,22,31,2,3,1,0,0,0.0,0.1406,1
720,0,1,86,15,0,0,0,0,0,0,0,0,4.8,0,70,1,29,41,3,3,2,3,0,0.19166666666666668,0.6124,0
721,1,1,78,15,0,0,0,0,0,0,0,0,4.266666666666667,0,64,1,22,42,5,4,1,0,0,0.0,-0.2263,0
722,1,1,96,15,2,6,0,1,0,0,0,9,5.466666666666667,12,61,3,24,37,3,4,2,1,0,0.0,0.0,0
723,1,1,44,7,0,1,0,1,0,0,0,2,5.428571428571429,0,36,3,14,22,3,1,0,0,0,-0.4,-0.4767,0
724,1,1,39,10,0,2,0,0,0,0,0,2,3.0,0,28,0,11,17,4,3,0,0,0,0.0,0.0,0
725,1,1,58,11,0,2,0,1,0,0,0,3,4.363636363636363,0,42,6,19,23,3,2,1,2,0,0.32499999999999996,0.504,0
726,0,1,121,24,1,0,0,0,0,0,0,1,4.083333333333333,0,95,4,37,58,7,5,3,2,0,-0.30000000000000004,-0.6121,0
727,1,1,45,5,1,0,0,0,0,1,0,2,8.0,1,34,4,9,25,2,2,0,0,0,0.0,0.0,0
728,0,1,52,12,1,0,0,0,0,0,0,1,3.4166666666666665,2,38,1,17,21,3,4,0,0,0,0.0,0.0,1
729,0,1,57,11,0,0,0,0,0,0,0,0,4.2727272727272725,0,46,2,17,29,7,1,0,1,0,-0.25,-0.357,0
730,0,1,43,7,0,0,0,1,0,0,0,1,5.285714285714286,0,35,2,15,20,2,2,2,0,0,0.0,0.3612,0
731,0,1,68,13,1,0,0,0,0,0,0,1,4.153846153846154,0,52,2,25,27,3,3,2,0,0,0.0,-0.3182,0
732,1,1,90,18,0,0,0,1,0,0,0,1,4.055555555555555,4,65,3,24,41,5,4,1,2,0,-0.016666666666666663,-0.7096,0
733,1,1,46,7,1,0,0,1,0,0,0,2,5.714285714285714,0,37,4,14,23,4,1,0,1,0,0.0,0.7845,1
734,0,1,139,28,0,0,0,0,0,0,0,0,4.0,0,110,2,44,66,6,6,3,4,0,-0.3499999999999999,-0.2449,0
735,1,1,48,8,0,0,0,1,1,0,0,2,5.125,0,39,1,13,26,2,2,0,0,0,0.0,-0.2244,1
736,0,1,76,13,0,0,0,1,0,0,0,1,4.846153846153846,0,61,3,26,35,4,3,1,1,0,0.0,0.6369,0
737,1,1,59,9,0,0,0,1,2,0,0,3,5.666666666666667,2,46,1,19,27,1,3,0,2,0,0.18333333333333338,0.658,0
738,1,1,55,9,0,0,0,1,0,0,0,1,5.222222222222222,0,45,0,16,29,4,1,1,1,0,0.0,0.0,0
739,1,1,68,14,0,0,0,0,0,0,0,0,3.9285714285714284,0,54,0,25,29,4,3,1,2,0,0.7,0.4404,0
740,0,1,115,17,0,8,0,2,0,0,0,10,5.823529411764706,4,84,2,29,55,7,2,3,2,0,0.1,0.0,0
741,1,1,110,18,1,0,0,1,0,0,0,2,5.166666666666667,0,89,4,32,57,5,5,1,1,0,0.0,0.0,0
742,1,1,35,7,0,0,0,0,0,0,0,0,4.142857142857143,0,29,0,13,16,2,3,0,1,0,-0.8,-0.5719,0
743,1,1,32,5,3,0,0,0,0,0,0,3,5.6,0,25,1,10,15,2,2,0,0,0,0.0,0.0,0
744,1,1,76,12,0,0,0,3,0,0,0,3,5.416666666666667,2,60,7,23,37,5,3,2,1,0,0.0,-0.2732,1
745,0,1,55,12,0,1,0,0,0,0,0,1,3.5833333333333335,0,42,3,18,24,3,4,0,0,0,0.0,0.0,0
746,1,1,81,16,0,0,0,0,0,0,0,0,4.0625,0,65,0,23,42,6,3,1,2,0,-0.5249999999999999,-0.8116,0
747,0,1,46,8,0,0,0,1,0,0,0,1,4.875,0,38,2,16,22,2,1,0,1,0,0.2,-0.541,0
748,1,1,50,10,2,0,0,1,0,0,0,3,4.1,2,36,1,13,23,4,1,0,3,0,0.0,-0.4939,0
749,0,1,72,13,0,0,1,0,0,0,0,1,4.615384615384615,0,57,1,23,34,3,3,0,3,0,0.18333333333333335,0.6908,0
750,1,1,51,10,1,0,0,1,1,0,0,3,4.2,2,37,2,13,24,3,2,0,2,0,-0.6,-0.4003,0
751,1,1,99,20,1,0,0,0,0,0,0,1,4.0,0,79,5,29,50,5,5,2,1,0,0.3,0.7579,0
752,1,1,91,18,0,0,0,0,0,0,0,0,4.111111111111111,0,73,0,29,44,4,2,2,3,0,0.0,0.0,0
753,0,1,136,27,0,1,0,2,0,0,0,3,4.074074074074074,8,96,4,39,57,9,5,3,2,0,-0.4,0.7351,1
754,0,1,137,25,0,0,0,0,0,0,0,0,4.36,0,104,4,38,66,4,7,0,3,0,-0.513888888888889,-0.8573,0
755,0,1,112,21,1,6,0,1,0,0,0,8,4.380952380952381,0,83,6,34,49,4,4,0,2,0,0.5,0.8892,0
756,1,1,138,26,4,0,1,0,0,0,0,5,4.346153846153846,9,98,5,39,59,7,7,1,3,0,0.4,0.0,0
757,1,1,118,17,4,0,2,0,0,1,0,7,6.0,1,89,12,29,60,5,3,0,1,0,0.0,0.0,0
758,1,1,52,10,0,10,1,0,1,0,0,12,4.3,0,31,5,8,23,4,3,0,1,0,0.0,-0.7052,0
759,1,1,54,9,1,0,0,0,0,1,0,2,5.111111111111111,1,38,11,10,28,4,1,0,0,0,0.0,0.0,0
760,1,1,73,15,0,0,0,1,0,0,0,1,3.933333333333333,2,56,2,19,37,4,3,1,1,0,0.5,0.5859,0
761,1,1,125,23,0,2,0,4,0,0,0,6,4.478260869565218,0,94,11,32,62,8,3,4,2,0,-0.4,0.0,0
762,0,1,26,6,0,0,0,0,0,0,0,0,3.5,0,21,1,5,16,2,1,0,0,0,0.0,0.0,0
763,0,1,35,8,0,2,0,0,0,0,0,2,3.5,0,26,1,10,16,2,1,1,0,0,0.0,-0.3736,0
764,0,1,116,21,1,0,1,0,2,0,0,4,4.571428571428571,4,87,9,28,59,10,4,1,1,0,0.1875,0.839,0
765,1,1,143,24,1,0,0,2,0,0,0,3,5.0,2,111,10,41,70,11,4,1,2,0,0.2857142857142857,-0.2732,0
766,0,1,59,9,1,6,0,0,0,0,0,7,5.666666666666667,0,42,1,16,26,2,3,0,1,0,0.0,0.0,0
767,1,1,117,26,0,2,0,0,0,0,0,2,3.5384615384615383,0,88,1,28,60,7,5,5,0,0,0.0,-0.3855,0
768,1,1,22,4,0,0,0,0,0,0,0,0,4.75,0,19,1,7,12,2,0,1,0,0,0.0,0.0,0
769,1,1,91,17,2,0,1,0,0,0,0,3,4.352941176470588,3,68,3,26,42,7,2,0,1,0,0.0,-0.2732,0
770,0,1,37,5,0,0,0,1,0,0,0,1,6.6,4,28,2,12,16,1,1,1,0,0,0.0,0.3612,0
771,1,1,31,5,0,0,0,0,0,0,0,0,5.4,0,27,27,11,16,5,0,0,0,0,0.0,0.0,0
772,1,1,75,13,3,0,0,1,0,0,0,4,4.846153846153846,0,59,4,24,35,4,2,1,2,0,0.5666666666666667,0.7003,0
773,1,1,87,19,2,0,0,0,0,0,0,2,3.6315789473684212,0,67,2,23,44,4,4,4,0,0,0.10000000000000002,0.1531,0
774,1,1,144,20,0,0,3,0,0,0,0,3,5.95,2,112,15,42,70,8,3,2,0,0,0.0,-0.296,0
775,0,1,78,15,1,1,0,0,0,0,0,2,4.266666666666667,0,62,2,26,36,6,3,2,1,0,0.0,0.2263,1
776,0,1,54,13,0,0,0,0,0,0,0,0,3.230769230769231,0,42,3,15,27,3,2,0,2,0,0.0,0.0,0
777,1,1,26,5,1,0,0,0,0,0,0,1,4.4,0,21,1,6,15,2,1,0,0,0,0.0,0.0,0
778,1,1,26,6,0,0,0,0,0,0,0,0,3.5,0,21,1,6,15,3,1,0,0,0,-0.2,-0.8126,0
779,1,1,126,23,3,0,0,2,0,0,0,5,4.521739130434782,0,97,9,38,59,6,4,1,2,0,0.5,0.5659,0
780,1,1,86,14,4,0,0,2,0,0,0,6,5.214285714285714,0,66,7,25,41,4,2,2,2,0,0.8,0.6249,0
781,1,1,137,23,0,0,0,1,0,0,0,1,4.956521739130435,0,112,2,39,73,7,2,4,2,0,0.0,0.0,0
782,1,1,139,25,1,0,1,0,0,0,0,2,4.6,0,113,3,42,71,9,6,3,1,0,-0.5,0.6908,0
783,0,1,19,2,0,0,0,1,0,0,0,1,9.0,0,16,0,5,11,2,0,0,0,0,0.0,0.0,0
784,1,1,12,3,0,2,0,0,0,0,0,2,3.3333333333333335,0,8,2,3,5,3,0,0,0,0,-0.4,-0.5362,0
785,1,1,140,26,1,0,0,1,0,0,0,2,4.423076923076923,0,106,4,43,63,5,6,2,3,0,0.0,0.1901,0
786,1,1,87,12,6,0,0,0,0,1,0,7,6.333333333333333,2,64,6,21,43,5,2,2,1,0,0.6,0.5994,0
787,1,1,84,11,1,0,0,0,0,1,0,2,6.7272727272727275,3,65,9,17,48,8,1,2,0,0,0.13636363636363635,0.3182,0
788,1,1,89,11,1,0,0,0,0,1,0,2,7.181818181818182,1,72,12,20,52,9,1,0,0,0,0.0,-0.3818,0
789,1,1,69,12,0,0,0,2,0,0,0,2,4.833333333333333,0,55,0,21,34,4,3,1,0,0,0.0,0.0,1
790,1,1,115,22,3,0,0,0,0,0,0,3,4.2727272727272725,0,91,12,30,61,14,1,1,1,0,-0.2,-0.5574,0
791,0,1,95,10,2,0,0,0,0,2,0,4,8.6,2,73,23,18,55,9,0,1,0,0,0.0,0.0,0
792,1,1,139,15,2,0,1,0,0,2,0,5,8.266666666666667,1,109,17,28,81,8,2,1,1,0,0.0,0.4019,0
793,1,1,49,10,0,0,0,1,0,0,0,1,4.0,2,37,1,15,22,2,3,0,3,0,0.13636363636363635,0.4588,0
794,1,1,141,20,6,0,0,0,0,1,0,7,5.9,5,98,14,33,65,9,1,2,1,0,0.0,0.0,0
795,0,1,114,13,2,0,0,0,0,2,0,4,7.846153846153846,5,85,14,23,62,9,1,0,0,0,0.0,-0.3818,0
796,1,1,119,21,4,0,0,0,0,0,0,4,4.714285714285714,0,93,1,38,55,5,5,3,3,0,-0.09375,0.6003,0
797,1,1,59,11,0,2,0,1,0,0,0,3,4.454545454545454,2,43,1,15,28,3,2,1,2,0,0.3,0.644,0
798,1,1,41,7,0,0,0,0,2,0,0,2,5.0,0,33,3,10,23,4,1,1,0,0,0.0,0.4738,0
799,0,1,62,5,1,0,0,0,0,1,0,2,11.6,0,52,9,13,39,5,0,0,0,0,0.0,0.0,0
800,1,1,68,14,2,0,0,0,0,0,0,2,3.9285714285714284,0,52,2,21,31,2,4,1,2,0,0.2857142857142857,0.0,0
801,1,1,117,12,1,0,0,3,1,1,0,6,8.833333333333334,4,92,16,37,55,6,1,2,3,0,0.625,0.0,0
802,1,1,106,21,1,0,0,0,0,0,0,1,4.095238095238095,0,84,84,31,53,14,3,1,0,0,-0.15000000000000002,0.3182,0
803,1,1,51,9,0,1,0,1,0,0,0,2,4.777777777777778,0,41,3,15,26,2,3,1,1,0,0.06818181818181818,0.0,0
804,1,1,139,26,0,0,2,1,0,0,0,3,4.384615384615385,0,111,2,40,71,7,4,4,0,0,0.225,-0.296,0
805,1,1,130,19,1,0,1,0,1,1,0,4,5.842105263157895,3,101,12,33,68,11,2,2,1,0,0.0,0.1007,0
806,1,1,130,26,0,0,0,1,0,0,0,1,4.038461538461538,0,104,0,37,67,5,6,3,0,0,0.0,0.0,0
807,1,1,126,24,0,0,0,1,0,0,0,1,4.291666666666667,0,102,0,38,64,7,4,2,2,0,0.1,0.0,0
808,1,1,135,19,2,0,3,0,0,1,0,6,6.157894736842105,2,104,7,41,63,7,3,3,2,0,0.0,-0.8176,1
809,1,1,139,20,4,0,0,0,0,1,0,5,5.95,4,106,7,39,67,9,2,2,1,0,0.0,0.0,0
810,0,1,64,7,0,0,0,0,0,0,0,0,8.285714285714286,0,56,3,16,40,3,2,0,1,0,0.0,0.4939,0
811,0,1,34,4,0,0,0,2,0,0,0,2,7.75,0,28,5,11,17,1,1,0,1,0,0.0,-0.4939,0
812,0,1,125,22,3,0,0,0,0,1,0,4,4.7272727272727275,7,88,5,30,58,6,2,3,4,0,0.19142857142857142,0.8779,0
813,0,1,49,7,1,1,0,0,0,1,0,3,6.142857142857143,2,34,8,13,21,5,0,0,0,0,0.0,0.1779,0
814,1,1,111,14,2,0,0,0,1,2,0,5,7.0,3,80,11,26,54,8,1,2,1,0,0.19545454545454544,0.0,0
815,1,1,38,6,0,0,0,1,0,0,0,1,5.5,0,31,19,12,19,4,1,0,0,0,0.4,0.6166,0
816,1,1,137,23,1,0,0,2,0,0,0,3,5.0,0,112,6,41,71,9,4,1,2,0,0.4,0.1531,0
817,1,1,139,21,2,0,0,2,1,2,0,7,5.523809523809524,6,96,17,28,68,12,3,2,0,0,0.125,0.0,0
818,1,1,71,16,0,0,0,0,0,0,0,0,3.5,0,56,4,21,35,4,3,0,1,0,0.2,-0.718,0
819,1,1,134,24,0,0,0,2,1,0,0,3,4.625,0,106,11,46,60,8,4,3,2,0,0.3181818181818182,0.3873,1
820,0,1,28,2,1,0,0,0,0,1,0,2,13.5,2,20,3,4,16,1,1,0,0,0,0.0,0.0,0
821,1,1,97,16,0,0,1,0,2,0,0,3,5.125,1,78,3,32,46,7,3,2,1,0,0.0,0.4184,1
822,0,1,117,17,0,0,1,1,4,0,0,6,5.9411764705882355,0,92,3,34,58,8,3,1,1,0,0.78125,0.0,0
823,1,1,20,2,0,0,0,1,0,0,0,1,9.5,0,17,2,5,12,1,1,0,0,0,0.0,0.0,0
824,0,1,61,7,0,22,0,0,0,0,0,22,7.857142857142857,0,33,0,14,19,4,1,1,1,0,0.0,0.0,0
825,1,1,48,8,0,0,0,0,0,0,0,0,5.125,0,40,1,13,27,1,2,0,2,0,0.0,0.0,0
826,0,1,51,4,1,0,0,0,0,1,0,2,12.0,1,41,9,13,28,4,0,0,0,0,0.0,0.0,0
827,0,1,65,10,1,0,0,0,0,1,0,2,5.6,3,48,9,14,34,3,2,0,0,0,0.0,-0.481,0
828,0,1,72,11,1,0,0,0,0,1,0,2,5.636363636363637,1,54,11,20,34,9,0,0,0,0,0.13636363636363635,0.0,0
829,1,1,140,22,0,0,0,1,0,0,0,1,5.409090909090909,0,116,4,42,74,3,4,2,2,1,-0.4166666666666667,-0.5858,0
830,0,1,100,11,0,50,0,0,0,0,0,50,8.181818181818182,0,40,2,11,29,6,1,1,1,0,1.0,0.7319,0
831,0,1,55,7,1,0,1,0,0,1,0,3,7.0,4,39,8,10,29,5,0,1,0,0,0.0,0.0,0
832,1,1,41,5,1,0,0,2,0,0,0,3,7.4,0,33,4,12,21,2,1,0,1,0,0.0,0.0,0
833,1,1,65,8,0,0,0,3,0,0,0,3,7.25,3,52,9,18,34,4,1,0,1,0,0.5,0.7579,0
834,1,1,33,7,0,2,0,0,0,0,0,2,3.857142857142857,0,25,1,8,17,3,1,0,1,0,0.0,0.0,0
835,1,1,73,12,0,0,0,2,0,0,0,2,5.166666666666667,0,59,4,23,36,3,1,1,0,0,0.26,0.6222,0
836,1,1,89,14,4,10,0,1,0,0,0,15,5.428571428571429,0,61,4,21,40,7,2,1,1,0,0.42857142857142855,0.6553,1
837,1,1,34,4,0,0,0,1,0,0,0,1,7.75,0,30,2,11,19,2,1,0,0,0,0.0,0.0,0
838,0,1,68,8,1,0,0,0,0,1,0,2,7.625,1,55,11,15,40,6,0,1,1,0,0.25,0.2023,0
839,0,1,34,6,0,2,0,0,0,0,0,2,4.833333333333333,0,27,1,9,18,3,1,0,0,0,0.5,0.6767,0
840,1,1,32,6,0,0,0,1,0,0,0,1,4.5,0,26,5,7,19,2,1,0,0,0,-0.2916666666666667,-0.1027,0
841,0,1,41,7,0,2,0,0,0,0,0,2,5.0,0,33,1,12,21,3,1,0,1,0,0.2,0.0,0
842,0,1,40,9,0,1,0,0,0,0,0,1,3.5555555555555554,0,31,1,12,19,2,1,1,1,0,-0.1875,0.0,1
843,0,1,88,9,1,0,0,0,0,1,0,2,8.88888888888889,2,72,12,21,51,9,0,0,0,0,0.25,0.0,0
844,0,1,66,9,4,0,0,0,0,1,0,5,6.444444444444445,5,45,24,14,31,6,1,0,1,0,0.0,0.0,0
845,0,1,74,10,1,1,0,0,0,1,0,3,6.5,2,57,3,18,39,3,2,1,1,0,0.0,-0.4215,0
846,0,1,69,13,0,4,0,0,0,0,0,4,4.3076923076923075,0,52,6,19,33,6,1,2,1,0,-0.6999999999999998,-0.7544,0
847,1,1,132,28,0,2,0,0,0,0,0,2,3.75,0,103,1,40,63,10,4,3,2,0,-0.3333333333333333,-0.3313,0
848,1,1,24,3,0,0,0,1,0,0,0,1,7.333333333333333,0,19,6,7,12,2,0,0,1,0,0.0,0.0,0
849,0,1,14,4,0,2,0,0,1,0,0,3,2.75,0,8,2,3,5,3,0,0,0,0,0.0,0.0,0
850,0,1,62,12,1,0,0,1,0,0,0,2,4.25,0,46,4,18,28,5,3,1,2,0,0.1,0.128,0
851,1,1,86,13,1,0,0,0,0,1,0,2,5.6923076923076925,1,67,16,19,48,8,0,2,0,0,0.0,0.4939,0
852,0,1,122,25,0,2,0,0,0,0,0,2,3.92,0,91,2,34,57,8,6,0,0,0,0.25,0.7854,0
853,0,1,134,18,3,0,1,0,0,2,0,6,6.5,9,94,9,27,67,9,1,5,0,0,0.0,0.0,0
854,1,1,108,17,7,0,0,0,0,0,0,7,5.352941176470588,0,83,6,33,50,9,3,3,1,0,0.0,0.0,0
855,0,1,92,19,2,0,0,0,0,0,0,2,3.8947368421052633,0,72,2,31,41,2,5,2,1,0,0.0,0.431,0
856,1,1,31,8,0,0,0,0,0,0,0,0,2.875,0,23,1,10,13,1,3,1,0,0,0.0,0.0,0
857,1,1,97,19,2,1,1,0,0,0,0,4,4.157894736842105,0,75,1,35,40,6,3,1,2,0,0.0,0.2732,1
858,0,1,73,14,0,0,0,0,0,0,0,0,4.285714285714286,0,60,1,21,39,4,3,0,2,0,0.4,0.0,0
859,0,1,120,25,1,0,0,1,0,0,0,2,3.84,3,89,5,33,56,7,3,2,6,0,-0.07589285714285714,-0.4648,0
860,0,1,121,13,2,0,0,0,0,2,0,4,8.384615384615385,6,92,41,26,66,12,1,0,0,0,0.10714285714285714,-0.296,0
861,0,1,74,14,0,0,0,0,4,0,0,4,4.357142857142857,0,56,2,20,36,4,3,1,1,0,-0.244140625,-0.7887,0
862,1,1,54,5,0,0,1,1,1,0,0,3,10.0,0,46,6,20,26,2,2,0,0,0,0.0,0.3595,0
863,0,1,116,17,2,0,1,0,0,0,0,3,5.882352941176471,2,92,5,37,55,7,3,1,4,0,0.22,-0.6705,1
864,1,1,65,13,2,0,0,0,0,0,0,2,4.076923076923077,0,50,9,21,29,5,2,1,0,0,0.0,0.0,0
865,0,1,94,18,0,0,0,0,0,0,0,0,4.277777777777778,0,77,1,29,48,6,4,0,2,0,0.05158730158730158,-0.2732,0
866,1,1,114,14,3,0,0,1,0,0,0,4,7.214285714285714,0,96,0,40,56,5,2,1,3,0,0.3888888888888889,0.4588,0
867,0,1,37,5,0,0,0,1,0,0,0,1,6.6,3,29,0,9,20,3,0,0,2,0,0.45,0.5719,0
868,1,1,32,7,0,4,0,0,1,0,0,5,3.7142857142857144,0,20,2,7,13,2,1,2,0,0,0.0,0.0,0
869,0,1,53,11,1,0,0,0,0,0,0,1,3.909090909090909,0,42,2,16,26,4,2,2,1,0,-1.0,-0.7906,0
870,1,1,24,6,0,0,0,0,0,0,0,0,3.1666666666666665,0,18,1,8,10,3,0,1,0,0,0.0,0.2235,1
871,1,1,99,18,0,2,0,0,0,0,0,2,4.333333333333333,0,76,1,25,51,7,6,1,1,0,0.0,-0.6199,0
872,0,1,58,11,1,0,0,0,0,0,0,1,4.363636363636363,0,47,2,18,29,6,0,0,3,0,0.25,0.2484,0
873,0,1,74,11,1,1,0,0,0,1,0,3,5.818181818181818,2,56,5,15,41,5,1,0,0,0,0.0,0.0,0
874,1,1,23,3,0,0,0,1,0,0,0,1,7.0,0,19,3,9,10,2,0,0,1,0,-0.625,-0.4939,0
875,1,1,48,7,0,4,1,0,0,0,0,5,6.0,0,36,18,10,26,5,0,0,2,0,0.0,0.0,1
876,1,1,97,13,1,0,1,0,1,1,0,4,6.538461538461538,3,72,13,28,44,9,0,1,1,0,0.0,0.0,0
877,1,1,118,19,3,0,0,1,0,1,0,5,5.2631578947368425,3,87,9,32,55,9,1,3,3,0,0.4215909090909091,0.8481,0
878,1,1,26,5,0,0,0,1,0,0,0,1,4.4,0,21,1,6,15,2,1,1,0,0,0.0,0.0,0
879,1,1,88,13,0,0,0,1,0,0,0,1,5.846153846153846,1,74,0,30,44,4,2,0,3,0,-0.1,0.4215,0
880,0,1,119,21,1,0,0,0,0,0,0,1,4.666666666666667,5,91,3,31,60,8,4,2,1,0,0.5,-0.5719,0
881,1,1,35,6,0,0,0,0,0,0,0,0,5.0,0,28,0,9,19,3,2,0,0,0,-0.2,-0.4767,0
882,1,1,77,17,0,0,0,0,0,0,0,0,3.588235294117647,0,61,0,23,38,5,2,1,2,0,0.0,-0.6693,1
883,1,1,128,20,2,0,0,0,0,1,0,3,5.45,0,101,7,37,64,6,2,3,2,0,-0.2,0.3182,0
